	step	com_id	timeMeanSpeed_mean	timeMeanSpeed_std	timeMeanSpeed_amin	timeMeanSpeed_amax	com_size	degree_mean	degree_std	degree_amin	degree_amax	num_stops	num_stops_mean	num_stops_amin	num_stops_amax	y_amin	y_amax	x_amin	x_amax	speed_mean	speed_std	speed_amin	speed_amax	congested	range	num_stops_count
0	0	0	19.44		19.44	19.44	1	1.0		1	1	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
1	0	1	19.44		19.44	19.44	1	1.0		1	1	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
2	1	0	19.02	0.0848528137424543	18.96	19.08	2	1.0	0.0	1	1	0	0.0	0	0	8124.06	8126.75	16234.75	16236.67	18.6	0.18384776310830744	18.47	18.73	0	3.304920573931865	3.304920573931865
3	2	0	18.83		18.83	18.83	1	3.0		3	3	0	0.0	0	0	8110.67	8110.67	16215.1	16215.1	18.57		18.57	18.57	0	0.0	0.0
4	2	2	19.32	0.16970562748457366	19.2	19.44	2	3.0	0.0	3	3	0	0.0	0	0	8107.32	8138.77	16216.27	16248.69	19.435000000000002	0.007071067794900237	19.43	19.44	0	45.168118180859054	45.168118180859054
5	2	3	19.44		19.44	19.44	1	3.0		3	3	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
6	3	3	19.0625	0.18282505298783183	18.79	19.18	4	3.0	0.0	3	3	0	0.0	0	0	8094.92	8126.51	16200.88	16236.59	18.869999999999997	0.16713268182329233	18.7	19.1	0	47.677376186196284	47.677376186196284
7	4	3	18.990000000000002	0.17454703282095066	18.84	19.21	4	3.0	0.0	3	3	0	0.0	0	0	8082.87	8110.59	16186.41	16216.24	18.8075	0.474086841552642	18.3	19.36	0	40.72133715879195	40.72133715879195
8	5	3	18.9925	0.13913422775616963	18.83	19.17	4	3.0	0.0	3	3	0	0.0	0	0	8070.78	8098.01	16172.14	16201.76	18.9525	0.3338038346094575	18.62	19.38	0	40.23452870359081	40.23452870359081
9	6	3	18.89	0.10923979738729786	18.76	18.99	4	3.0	0.0	3	3	0	0.0	0	0	8058.49	8086.17	16158.17	16187.86	18.450000000000003	0.3192700006785599	18.22	18.92	0	40.591606275190024	40.591606275190024
10	7	3	18.9175	0.12284814474239715	18.81	19.06	4	5.0	0.0	5	5	0	0.0	0	0	8046.58	8074.01	16143.31	16173.11	19.0775	0.2758471799142535	18.73	19.4	0	40.50240610136737	40.50240610136737
11	7	4	19.44		19.44	19.44	1	5.0		5	5	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
12	7	5	19.44		19.44	19.44	1	5.0		5	5	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
13	8	3	18.981666666666666	0.13717385562395218	18.86	19.22	6	5.0	0.0	5	5	0	0.0	0	0	8035.59	8126.41	16127.95	16236.81	18.868333333333332	0.4275706569289837	18.19	19.28	0	141.77013789934634	141.77013789934634
14	9	3	18.981666666666666	0.13963046468010626	18.84	19.2	6	7.0	0.0	7	7	0	0.0	0	0	8024.48	8109.94	16113.06	16216.66	18.94666666666667	0.3332066425906547	18.38	19.22	0	134.29955919510712	134.29955919510712
15	9	6	19.44		19.44	19.44	1	7.0		7	7	0	0.0	0	0	8136.32	8136.32	16250.9	16250.9	19.44		19.44	19.44	0	0.0	0.0
16	9	7	19.44		19.44	19.44	1	7.0		7	7	0	0.0	0	0	8138.77	8138.77	16248.69	16248.69	19.44		19.44	19.44	0	0.0	0.0
17	10	3	18.9575	0.19637791554636083	18.76	19.38	8	7.0	0.0	7	7	0	0.0	0	0	8012.97	8126.69	16098.28	16236.21	18.631249999999998	0.38412934949431327	18.19	19.32	0	178.76499461583475	178.76499461583475
