step	nodes	edges	singletons	connected	avg_degree	degree_distribution	diameter	avg_clustering_coefficient	cc_count	avg_cc_size	max_cc_size	max_cc_id	cc_std_dev	com_count	avg_com_size	max_com_size	max_com_id	min_com_size	min_com_id	std_com_dist	size_distribution	modularity	com_modularity	iterations	iteration_modularities	weighted_com_modularity	speed_avg	speed_std	speed_avg_std	avgSpeed_avg	avgSpeed_std	avgSpeed_avg_std
0	1	0	1	0	0.0	1,	4.9E-324	0.0	1	1.0	1	0	1.0	1	1.0	1	0	1	0	0.0	0,1,	NaN	NaN	1	NaN,	NaN	19.44	0.0	0.0	0.0	0.0	0.0
1	2	1	0	2	1.0	0,2,	1.0	0.0	1	2.0	2	0	2.0	2	1.0	1	1	1	1	0.0	0,2,	0.0	-0.5	1	-0.5,	-0.5000000018601585	19.119999	0.45254925	0.0	0.0	0.0	0.0
2	2	1	0	2	1.0	0,2,	1.0	0.0	1	2.0	2	0	2.0	2	1.0	1	1	1	1	0.0	0,2,	0.0	-0.5	1	-0.5,	-0.5000000018601585	19.119999	0.45254925	0.0	0.0	0.0	0.0
3	3	3	0	3	2.0	0,0,3,	1.0	1.0	1	3.0	3	0	3.0	2	1.5	2	2	1	0	0.70710677	0,1,1,	0.0	-0.22222222222222227	1	-0.22222222222222227,	-0.47933690565460163	19.005001	0.38890955	0.11313708	0.0	0.0	0.0
4	4	6	0	4	3.0	0,0,0,4,	1.0	1.0	1	4.0	4	0	4.0	3	1.3333334	2	0	1	3	0.57735026	0,2,1,	0.0	-0.20833333333333334	1	-0.20833333333333334,	-0.3623719762498312	19.19	0.4243817	0.06128259	0.0	0.0	0.0
5	4	6	0	4	3.0	0,0,0,4,	1.0	1.0	1	4.0	4	0	4.0	1	4.0	4	3	4	3	0.0	0,0,0,0,1,	0.0	0.0	1	0.0,	3.173253537713805E-8	18.865	0.0	0.46429157	0.0	0.0	0.0
6	4	6	0	4	3.0	0,0,0,4,	1.0	1.0	1	4.0	4	0	4.0	1	4.0	4	3	4	3	0.0	0,0,0,0,1,	0.0	0.0	1	0.0,	3.173253537713805E-8	18.865	0.0	0.46429157	0.0	0.0	0.0
7	5	10	0	5	4.0	0,0,0,0,5,	1.0	1.0	1	5.0	5	0	5.0	2	2.5	4	3	1	4	2.1213202	0,1,0,0,1,	0.0	-0.08000000000000018	1	-0.08000000000000018,	-0.43785989481458404	19.001251	0.62048656	0.17927516	0.0	0.0	0.0
8	6	15	0	6	5.0	0,0,0,0,0,6,	1.0	1.0	1	6.0	6	0	6.0	2	3.0	5	3	1	5	2.828427	0,1,0,0,0,1,	0.0	-0.05555555555555547	1	-0.05555555555555547,	-0.4643625770875672	19.243	0.27860078	0.124529116	0.0	0.0	0.0
9	6	15	0	6	5.0	0,0,0,0,0,6,	1.0	1.0	1	6.0	6	0	6.0	1	6.0	6	3	6	3	0.0	0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-6.537912633497456E-8	18.943333	0.0	0.4709848	0.0	0.0	0.0
10	7	21	0	7	6.0	0,0,0,0,0,0,7,	1.0	1.0	1	7.0	7	0	7.0	2	3.5	6	3	1	6	3.535534	0,1,0,0,0,0,1,	0.0	-0.0408163265306124	1	-0.0408163265306124,	-0.3367728630876318	19.2075	0.32880476	0.2024537	0.0	0.0	0.0
11	8	28	0	8	7.0	0,0,0,0,0,0,0,8,	1.0	1.0	1	8.0	8	0	8.0	2	4.0	7	3	1	7	4.2426405	0,1,0,0,0,0,0,1,	0.0	-0.03125	1	-0.03125,	-0.4708383768746808	19.085	0.5020465	0.17625739	0.0	0.0	0.0
12	8	28	0	8	7.0	0,0,0,0,0,0,0,8,	1.0	1.0	1	8.0	8	0	8.0	1	8.0	8	3	8	3	0.0	0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-8.184753030882064E-8	18.74375	0.0	0.40514326	0.0	0.0	0.0
13	8	28	0	8	7.0	0,0,0,0,0,0,0,8,	1.0	1.0	1	8.0	8	0	8.0	1	8.0	8	3	8	3	0.0	0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	-8.184753030882064E-8	18.74375	0.0	0.40514326	0.0	0.0	0.0
14	9	36	0	9	8.0	0,0,0,0,0,0,0,0,9,	1.0	1.0	1	9.0	9	0	9.0	2	4.5	8	3	1	8	4.9497476	0,1,0,0,0,0,0,0,1,	0.0	-0.024691358024691357	1	-0.024691358024691357,	-0.46124838223605125	19.2925	0.20859656	0.114111476	0.0	0.0	0.0
15	10	45	0	10	9.0	0,0,0,0,0,0,0,0,0,10,	1.0	1.0	1	10.0	10	0	10.0	2	5.0	9	3	1	9	5.656854	0,1,0,0,0,0,0,0,0,1,	0.0	-0.020000000000000018	1	-0.020000000000000018,	-0.47722577010913947	19.12889	0.43997803	0.12756807	0.0	0.0	0.0
16	10	45	0	10	9.0	0,0,0,0,0,0,0,0,0,10,	1.0	1.0	1	10.0	10	0	10.0	1	10.0	10	3	10	3	0.0	0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	1.0990121246390316E-7	18.777	0.0	0.43558517	0.0	0.0	0.0
17	10	45	0	10	9.0	0,0,0,0,0,0,0,0,0,10,	1.0	1.0	1	10.0	10	0	10.0	1	10.0	10	3	10	3	0.0	0,0,0,0,0,0,0,0,0,0,1,	0.0	0.0	1	0.0,	1.0990121246390316E-7	18.777	0.0	0.43558517	0.0	0.0	0.0
18	11	53	0	11	9.636363983154297	0,0,0,0,0,0,0,0,1,2,8,	2.0	0.9676767676767678	1	11.0	11	0	11.0	2	5.5	10	3	1	10	6.363961	0,1,0,0,0,0,0,0,0,0,1,	0.0	-0.011391954432182327	1	-0.011391954432182327,	-0.43644695797566413	19.123001	0.44830626	0.19696587	0.0	0.0	0.0
